player_id,player_name,season_id,season_name,team_id,team_name,position,appearances,minutes_played,goals,assists
255156,Erick Sánchez,23586,2024/2025,2687,America,26,33,2136,18,2
237790,Cristián Borja,23586,2024/2025,2687,America,25,28,1533,14,1
37606830,Dagoberto Espinoza,23586,2024/2025,2687,America,26,18,994,10,1
2158181,Alan Cervantes,23586,2024/2025,2687,America,26,29,1815,22,0
37912197,Daniel Alvarado,23586,2024/2025,2687,America,26,1,3,0,0
37731203,Franco Rossano,23586,2024/2025,2687,America,25,5,206,1,0
37760670,Antonio Álvarez,23586,2024/2025,2687,America,26,4,113,1,0
37637028,Christo Vela,23586,2024/2025,2687,America,27,2,89,0,0
37683111,Patrick Villa,23586,2024/2025,2687,America,25,2,15,0,0
37760245,Aarón Arredondo,23586,2024/2025,2687,America,26,2,179,0,1
37785269,Osvaldo Arriaga,23586,2024/2025,2687,America,26,4,146,0,0
37546104,Yehoshua Shtrimling,23586,2024/2025,2687,America,27,1,94,0,0
37551170,Miguel Ramirez,23586,2024/2025,2687,America,26,7,312,2,1
37527957,Esteban Lozano,23586,2024/2025,2687,America,27,4,104,1,0
37524957,Walter Portales,23586,2024/2025,2687,America,27,2,103,0,0
254209,Cristian Calderón,23586,2024/2025,2687,America,25,32,2096,1,0
255002,Alejandro Zendejas,23586,2024/2025,2687,America,27,34,2626,27,12
253957,Luis Malagón,23586,2024/2025,2687,America,24,36,3226,1,0
185848,Jonathan Dos Santos,23586,2024/2025,2687,America,26,27,1375,16,0
162216,Igor Lichnovsky,23586,2024/2025,2687,America,25,1,90,1,0
402376,Victor Dávila,23586,2024/2025,2687,America,27,23,1230,9,0
37253495,Israel Reyes,23586,2024/2025,2687,America,25,35,2798,1,0
233682,Diego Valdés,23586,2024/2025,2687,America,26,23,956,8,3
253780,Henry Martín,23586,2024/2025,2687,America,27,30,1993,26,9
10947888,Kevin Álvarez,23586,2024/2025,2687,America,25,28,1952,16,2
12867773,Brian Rodríguez,23586,2024/2025,2687,America,26,29,1919,16,8
539837,Javairô Dilrosun,23586,2024/2025,2687,America,27,23,1067,11,3
37666684,Miguel Vazquez,23586,2024/2025,2687,America,25,13,970,5,0
447092,Álvaro Fidalgo,23586,2024/2025,2687,America,26,36,2805,29,9
37703531,Patricio Salas,23586,2024/2025,2687,America,27,3,167,0,0
252502,Rodolfo Cota,23586,2024/2025,2687,America,24,6,494,3,0
252601,Néstor Araujo,23586,2024/2025,2687,America,25,19,1251,19,2
129658,Rodrigo Aguirre,23586,2024/2025,2687,America,27,25,1239,16,1
37250424,Ramón Juárez,23586,2024/2025,2687,America,25,31,2322,21,1
13653174,Sebastián Cáceres,23586,2024/2025,2687,America,25,19,1362,15,0
