player_id,player_name,season_id,season_name,team_id,team_name,position,appearances,minutes_played,goals,assists
37614527,Abraham Villegas Maciel,21623,2023/2024,967,Toluca,25,6,330,6,0
254021,Alexis Vega,21623,2023/2024,967,Toluca,27,15,1164,14,4
37625402,Everardo López,21623,2023/2024,967,Toluca,25,2,105,2,0
37686005,Victor Arteaga,21623,2023/2024,967,Toluca,26,6,65,0,0
37578940,Juan Dominguez,21623,2023/2024,967,Toluca,27,31,2327,28,4
535499,Robert Morales,21623,2023/2024,967,Toluca,27,26,1030,15,2
34907430,Federico Pereira,21623,2023/2024,967,Toluca,25,19,1710,24,2
37543377,Isaías Violante,21623,2023/2024,967,Toluca,27,10,146,2,0
20683407,Brian García,21623,2023/2024,967,Toluca,25,35,2815,36,5
254080,Jesús Ricardo Angulo,21623,2023/2024,967,Toluca,26,33,1632,1,2
20336077,Marcel Ruíz,21623,2023/2024,967,Toluca,26,33,2614,34,4
2823116,Ivan López,21623,2023/2024,967,Toluca,27,35,1809,23,1
