player_id,player_name,season_id,season_name,team_id,team_name,position,appearances,minutes_played,goals,assists
237102,Stiven Barreiro,23586,2024/2025,10836,Leon,25,34,3039,43,0
2158125,Paul Bellón,23586,2024/2025,10836,Leon,25,31,2546,1,0
333729,Emiliano Rigoni,23586,2024/2025,10836,Leon,27,13,498,5,1
253704,Carlos Cisneros,23586,2024/2025,10836,Leon,27,9,191,2,0
160048,Jhonder Cádiz,23586,2024/2025,10836,Leon,27,32,2094,30,4
96091,James Rodríguez,23586,2024/2025,10836,Leon,26,16,1232,14,6
234386,Rodrigo Echeverría,23586,2024/2025,10836,Leon,25,15,1250,1,0
25451,Andrés Guardado,23586,2024/2025,10836,Leon,26,25,1393,18,1
219286,Steven Mendoza,23586,2024/2025,10836,Leon,27,25,2095,26,1
252775,Alfonso Blanco,23586,2024/2025,10836,Leon,24,26,2340,3,0
19960396,Nicolas Fonseca,23586,2024/2025,10836,Leon,26,16,1203,1,0
37542699,Sebastian Fierro,23586,2024/2025,10836,Leon,26,8,197,3,0
253757,David Ramírez,23586,2024/2025,10836,Leon,25,25,1214,14,4
12371975,Adonis Frías,23586,2024/2025,10836,Leon,25,14,842,10,1
20333649,Iván Moreno,23586,2024/2025,10836,Leon,25,22,1212,14,3
37627807,Luís Cervantes,23586,2024/2025,10836,Leon,25,1,34,1,0
37410233,Mauricio Andre Isais,23586,2024/2025,10836,Leon,25,7,275,2,0
37555554,Hector Uribe,23586,2024/2025,10836,Leon,27,4,31,0,0
37344247,Victor Barajas,23586,2024/2025,10836,Leon,25,1,2,0,0
37539925,Ángel Estrada,23586,2024/2025,10836,Leon,26,22,1321,19,1
37679132,Sebastian Santos,23586,2024/2025,10836,Leon,26,20,1562,1,1
37250426,Ettson Ayon Calderon,23586,2024/2025,10836,Leon,27,16,515,6,0
1846903,Salvador Reyes,23586,2024/2025,10836,Leon,25,34,2858,39,1
253641,Óscar Jiménez,23586,2024/2025,10836,Leon,24,8,720,11,0
37542757,Jesús Hernández,23586,2024/2025,10836,Leon,27,6,207,5,0
37422979,Edgar Guerra,23586,2024/2025,10836,Leon,27,22,1072,19,2
