player_id,player_name,season_id,season_name,team_id,team_name,position,appearances,minutes_played,goals,assists
237102,Stiven Barreiro,21623,2023/2024,10836,Leon,25,24,1870,29,1
2158125,Paul Bellón,21623,2023/2024,10836,Leon,25,19,1518,1,0
25451,Andrés Guardado,21623,2023/2024,10836,Leon,26,9,476,8,0
252775,Alfonso Blanco,21623,2023/2024,10836,Leon,24,2,180,2,0
253757,David Ramírez,21623,2023/2024,10836,Leon,25,29,1479,23,0
12371975,Adonis Frías,21623,2023/2024,10836,Leon,25,35,3081,1,1
20333649,Iván Moreno,21623,2023/2024,10836,Leon,25,30,1908,29,3
37627807,Luís Cervantes,21623,2023/2024,10836,Leon,25,14,590,12,1
37555554,Hector Uribe,21623,2023/2024,10836,Leon,27,7,147,3,0
37344247,Victor Barajas,21623,2023/2024,10836,Leon,25,3,32,0,0
37679132,Sebastian Santos,21623,2023/2024,10836,Leon,26,14,442,4,0
37422979,Edgar Guerra,21623,2023/2024,10836,Leon,27,11,828,9,1
